repositorio;arquivos;adicoes;remocoes;tempo_analise_segundos;descricao_tamanho;participantes;comentarios
evermeer/EVURLCache;2;37;0;314091.0;10;2;2
evermeer/EVURLCache;9;50;54;73134.0;0;2;1
evermeer/EVURLCache;1;33;2;23753.0;30;2;1
elastic/elasticsearch-migration;2;9;7;8846.0;135;1;0
elastic/elasticsearch-migration;14;2670;87;534644.0;434;3;2
elastic/elasticsearch-migration;2;6;1;62173.0;247;2;1
elastic/elasticsearch-migration;3;56;0;33873.0;0;2;1
elastic/elasticsearch-migration;1;10;2;4541748.0;185;2;5
elastic/elasticsearch-migration;2;3;3;24519.0;11;2;0
elastic/elasticsearch-migration;2;6;7;608245.0;11;2;1
elastic/elasticsearch-migration;1;28;0;5268.0;11;2;0
elastic/elasticsearch-migration;1;1;1;106963.0;133;2;1
elastic/elasticsearch-migration;39;29990;1;415970.0;67;6;1
elastic/elasticsearch-migration;1;1;1;1199315.0;73;2;1
opentrace-community/opentrace-cloud-functions;4;116;32;739494.0;195;3;4
opentrace-community/opentrace-cloud-functions;20;92;92;111100701.008231;554;2;1
opentrace-community/opentrace-cloud-functions;22;1356;596;111096042.008231;337;1;0
opentrace-community/opentrace-cloud-functions;1;3;1;261493.0;231;3;0
opentrace-community/opentrace-cloud-functions;4;12;58;110651350.008231;364;1;0
opentrace-community/opentrace-cloud-functions;1;1;1;110549197.008231;475;1;0
opentrace-community/opentrace-cloud-functions;1;1;0;110509072.008231;455;1;0
opentrace-community/opentrace-cloud-functions;2;197;194;110375684.008231;1127;1;0
opentrace-community/opentrace-cloud-functions;3;3;1;110354849.008231;439;1;0
opentrace-community/opentrace-cloud-functions;0;0;0;4.0;6;1;0
opentrace-community/opentrace-cloud-functions;3;848;1286;71887801.008231;78;2;0
tsenghungchen/dialog-generation-paper;1;3;2;2963739.0;76;2;0
wvteijlingen/Spine;9;779;955;14957596.0;0;2;0
wvteijlingen/Spine;1;1;1;243256.0;122;2;1
wvteijlingen/Spine;1;7;7;222655.0;10;2;1
wvteijlingen/Spine;1;3;1;23487.0;396;2;1
wvteijlingen/Spine;1;2;0;60052.0;759;2;0
wvteijlingen/Spine;1;11;1;13104546.0;97;2;5
wvteijlingen/Spine;3;34;8;16119710.0;146;2;2
wvteijlingen/Spine;3;60;24;7727353.0;370;2;5
wvteijlingen/Spine;1;2;0;6192148.0;234;2;1
wvteijlingen/Spine;1;1;1;9129506.0;10;2;2
wvteijlingen/Spine;9;63;19;5622137.0;0;2;9
wvteijlingen/Spine;1;2;1;65392.0;388;2;1
wvteijlingen/Spine;3;59;26;5306627.0;373;2;1
wvteijlingen/Spine;2;4;4;204159.0;791;2;3
wvteijlingen/Spine;4;23;14;1011584.0;0;2;3
wvteijlingen/Spine;22;453;315;516819.0;0;1;0
wvteijlingen/Spine;1;1;1;477.0;0;2;2
wvteijlingen/Spine;10;264;115;1802734.0;310;2;12
wvteijlingen/Spine;2;44;11;150333.0;203;2;6
wvteijlingen/Spine;1;9;6;92999.0;275;1;1
wvteijlingen/Spine;1;11;1;1469.0;323;2;7
wvteijlingen/Spine;3;96;68;457.0;0;1;0
wvteijlingen/Spine;9;170;141;258114.0;0;1;0
wvteijlingen/Spine;11;408;251;690125.0;98;1;1
wvteijlingen/Spine;10;264;115;4737.0;25;2;0
wvteijlingen/Spine;22;820;422;589132.0;121;2;1
wvteijlingen/Spine;1;6;1;7691609.0;443;2;4
wvteijlingen/Spine;2;2;2;80624.0;11;2;2
wvteijlingen/Spine;3;63;2;16591058.0;55;2;1
wvteijlingen/Spine;1;19;13;61849.0;294;2;1
wvteijlingen/Spine;0;0;0;13054377.0;140;1;0
wvteijlingen/Spine;16;131;9;289.0;0;1;0
wvteijlingen/Spine;5;488;32;1117314.0;138;2;2
wvteijlingen/Spine;1;2;2;10197.0;256;2;1
wvteijlingen/Spine;1;8;12;3994.0;160;2;1
wvteijlingen/Spine;4;131;7;612640.0;197;2;4
wvteijlingen/Spine;3;11;1;141376.0;119;3;9
wvteijlingen/Spine;1;9;5;1025998.0;681;2;8
wvteijlingen/Spine;6;91;7;239477.0;12;2;3
wvteijlingen/Spine;4;412;1;1969.0;183;1;0
wvteijlingen/Spine;2;402;0;88090.0;259;2;1
wvteijlingen/Spine;4;55;25;1332014.0;15;2;1
wvteijlingen/Spine;4;15;4;4397108.0;174;3;9
wvteijlingen/Spine;1;5;2;241141.0;325;2;2
wvteijlingen/Spine;1;5;5;42110.0;88;2;4
wvteijlingen/Spine;4;15;9;222168678.894081;111;1;0
wvteijlingen/Spine;7;231;56;702976.0;85;3;4
wvteijlingen/Spine;1;2;2;42494.0;99;2;0
wvteijlingen/Spine;2;17;1;218465714.894081;551;1;0
wvteijlingen/Spine;21;293;277;218391002.894081;146;1;0
wvteijlingen/Spine;1;1;1;20157.0;79;2;1
wvteijlingen/Spine;4;145;4;1758.0;0;2;2
wvteijlingen/Spine;4;9;9;98717.0;129;3;2
wvteijlingen/Spine;23;2213;720;212077485.894081;2138;4;6
wvteijlingen/Spine;1;4;4;814969.0;0;2;1
wvteijlingen/Spine;1;3;1;114283.0;10;2;1
wvteijlingen/Spine;1;3;3;204810201.894081;185;1;1
wvteijlingen/Spine;3;12;9;200754942.894081;461;1;0
wvteijlingen/Spine;2;45;33;195834260.894081;207;2;2
wvteijlingen/Spine;8;63;20;195.0;88;2;1
wvteijlingen/Spine;17;97;65;13977.0;394;1;3
wvteijlingen/Spine;16;90;61;190086906.894081;89;2;0
wvteijlingen/Spine;2;45;33;189356698.894081;424;1;1
wvteijlingen/Spine;1;1;1;71.0;0;1;0
wvteijlingen/Spine;19;114;76;871.0;0;1;0
wvteijlingen/Spine;20;115;77;186712892.894081;0;2;0
wvteijlingen/Spine;2;45;33;179596641.894081;0;1;0
wvteijlingen/Spine;4;52;36;171310138.894081;27;1;0
concretesolutions/pareto.js;3;52;20;1559.0;0;2;0
concretesolutions/pareto.js;2;24;3;73.0;0;2;0
concretesolutions/pareto.js;2;25;7;42.0;0;2;0
concretesolutions/pareto.js;1;1;0;9859.0;0;2;0
concretesolutions/pareto.js;2;6;25;49.0;0;2;0
concretesolutions/pareto.js;4;27;6;76.0;0;2;0
concretesolutions/pareto.js;1;1;1;26.0;0;2;0
concretesolutions/pareto.js;1;9;0;142.0;0;2;0
concretesolutions/pareto.js;1;13;6;329.0;0;2;0
concretesolutions/pareto.js;6;19;3;2963.0;0;2;1
concretesolutions/pareto.js;1;7;4;4632.0;0;2;0
concretesolutions/pareto.js;1;1;1;370.0;0;2;1
concretesolutions/pareto.js;1;1;1;5950.0;0;2;0
concretesolutions/pareto.js;2;75;0;44315.0;112;2;1
concretesolutions/pareto.js;41;500;837;16543.0;0;1;0
concretesolutions/pareto.js;9;94;4;98.0;0;1;0
concretesolutions/pareto.js;10;47;4;149.0;0;1;0
concretesolutions/pareto.js;20;68;55;85.0;0;1;0
concretesolutions/pareto.js;9;124;4;281.0;0;1;0
concretesolutions/pareto.js;5;13;5;193.0;0;1;0
concretesolutions/pareto.js;10;60;4;208.0;0;1;0
concretesolutions/pareto.js;5;53;9;92.0;0;1;0
concretesolutions/pareto.js;10;46;4;178.0;0;1;0
concretesolutions/pareto.js;12;76;47;71.0;0;1;0
concretesolutions/pareto.js;12;55;7;377.0;0;1;0
concretesolutions/pareto.js;14;92;8;2343.0;0;1;0
concretesolutions/pareto.js;1;2;2;120202903.0;0;1;0
concretesolutions/pareto.js;1;12;11;94454660.800409;0;1;0
trivago/Heimdall.droid;11;3;3;70.0;0;1;0
trivago/Heimdall.droid;2;14;0;9837766.0;80;1;0
trivago/Heimdall.droid;1;66;1;9834966.0;8;1;0
trivago/Heimdall.droid;212;1299;990;16.0;0;1;0
trivago/Heimdall.droid;48;1161;1085;7.0;0;1;0
trivago/Heimdall.droid;1;4;0;75.0;0;2;2
trivago/Heimdall.droid;2;25;9;76.0;47;1;0
trivago/Heimdall.droid;60;1164;63;12.0;25;1;0
trivago/Heimdall.droid;1;12;10;6.0;72;1;0
trivago/Heimdall.droid;6;44;15;3.0;9;1;0
trivago/Heimdall.droid;3;5;2;45410.0;93;2;1
trivago/Heimdall.droid;2;23;0;1443.0;86;2;0
trivago/Heimdall.droid;1;2;2;181263.0;267;2;5
trivago/Heimdall.droid;1;2;0;56.0;22;1;0
trivago/Heimdall.droid;17;95;142;495106.0;322;3;2
trivago/Heimdall.droid;7;99;1;13752.0;9;1;0
trivago/Heimdall.droid;5;65;21;56769.0;546;3;0
trivago/Heimdall.droid;3;42;5;1981.0;161;1;0
trivago/Heimdall.droid;1;1;1;40887.0;24;2;1
trivago/Heimdall.droid;6;25;108;96430.0;237;1;0
trivago/Heimdall.droid;34;170;175;1187636.0;142;3;2
trivago/Heimdall.droid;39;849;917;5596700.0;94;2;2
trivago/Heimdall.droid;12;48;48;16937934.0;266;3;0
trivago/Heimdall.droid;5;20;25;96458.0;300;3;0
trivago/Heimdall.droid;25;48;31;102394.0;544;3;0
trivago/Heimdall.droid;9;363;3;95752820.43251;333;3;0
shrugs/react-native-snippets;1;3;4;1402665.0;65;2;0
shrugs/react-native-snippets;1;13;0;1401712.0;60;2;1
shrugs/react-native-snippets;2;12;0;417.0;0;2;1
shrugs/react-native-snippets;1;4;7;177122.0;53;2;1
shrugs/react-native-snippets;1;4;2;95932.0;0;2;2
shrugs/react-native-snippets;1;1;1;62638.0;0;2;4
shrugs/react-native-snippets;32;579;0;298999.0;46;2;2
shrugs/react-native-snippets;1;1;1;30376.0;0;2;1
shrugs/react-native-snippets;3;132;132;32715.0;0;2;1
shrugs/react-native-snippets;4;213;142;87015.0;86;2;1
shrugs/react-native-snippets;3;30;0;168003556.992013;156;1;0
wcrasta/SWA-Scraper;1;37;1;33967.0;710;2;6
wcrasta/SWA-Scraper;2;184;82;163305.0;244;4;10
wcrasta/SWA-Scraper;2;48;38;115136.0;688;2;2
wcrasta/SWA-Scraper;2;14;6;71930.0;207;2;1
wcrasta/SWA-Scraper;3;74;73;155241.0;104;2;1
wcrasta/SWA-Scraper;1;1;0;760163.0;17;2;0
wcrasta/SWA-Scraper;1;36;2;378194.0;480;2;4
wcrasta/SWA-Scraper;1;5;1;165180.0;481;2;0
wcrasta/SWA-Scraper;1;8;2;164531.0;118;2;2
wcrasta/SWA-Scraper;2;110;43;420527.0;263;2;1
wcrasta/SWA-Scraper;5;297;208;371943.0;201;2;1
wcrasta/SWA-Scraper;3;19;2;1581064.0;163;3;4
wcrasta/SWA-Scraper;1;123;51;1587111.0;224;3;3
wcrasta/SWA-Scraper;2;11;3;361451.0;141;2;2
wcrasta/SWA-Scraper;5;68;33;654289.0;152;2;9
wcrasta/SWA-Scraper;1;1;1;31755.0;0;2;0
tryswift/trySwiftAppFinal;824;446;345915;1428.0;215;3;2
tryswift/trySwiftAppFinal;8;66;45;38.0;298;1;0
tryswift/trySwiftAppFinal;20;116;29;13.0;181;2;0
tryswift/trySwiftAppFinal;66;4867;2862;9.0;112;2;0
tryswift/trySwiftAppFinal;3;2;3;51761.0;313;2;1
tryswift/trySwiftAppFinal;1;3;3;28459.0;0;2;0
tryswift/trySwiftAppFinal;2;24;0;68454.0;0;3;4
tryswift/trySwiftAppFinal;14;3086;1440;41527.0;139;2;1
tryswift/trySwiftAppFinal;86;1820;2172;1428.0;293;2;1
tryswift/trySwiftAppFinal;4;90;6;297.0;151;1;0
tryswift/trySwiftAppFinal;1;29;10;395.0;352;2;1
tryswift/trySwiftAppFinal;18;495;288;1186455.0;112;2;2
tryswift/trySwiftAppFinal;28;2724;1971;12.0;0;2;1
tryswift/trySwiftAppFinal;1;0;20;31004621.0;227;1;0
tryswift/trySwiftAppFinal;1;16;0;50457.0;0;3;3
tryswift/trySwiftAppFinal;1;1;1;15958389.0;0;2;1
tryswift/trySwiftAppFinal;1;5;5;35498.0;40;2;1
tryswift/trySwiftAppFinal;1;1;1;3146.0;0;2;0
tryswift/trySwiftAppFinal;360;4149;4262;9.0;0;1;0
tryswift/trySwiftAppFinal;476;5084;123046;15.0;0;1;0
tryswift/trySwiftAppFinal;46;2050;1822;94067695.0;242;1;0
tryswift/trySwiftAppFinal;11;88;55;110044.0;189;2;1
tryswift/trySwiftAppFinal;7;115;13;2275246.0;240;2;1
tryswift/trySwiftAppFinal;5;113;45;177656692.572472;293;3;1
tryswift/trySwiftAppFinal;1;23;13;86019.0;104;2;0
tryswift/trySwiftAppFinal;11;130;56;75525.0;26;3;0
tryswift/trySwiftAppFinal;2;2;0;7186.0;219;3;1
tryswift/trySwiftAppFinal;2;54;11;31476.0;124;2;1
tryswift/trySwiftAppFinal;1;4;4;515220.0;22;2;1
tryswift/trySwiftAppFinal;1;4;0;216358.0;42;1;0
tryswift/trySwiftAppFinal;6;11;34;214444.0;0;1;0
tryswift/trySwiftAppFinal;6;71;30;211164.0;105;1;0
tryswift/trySwiftAppFinal;2;2;0;210409.0;119;1;0
tryswift/trySwiftAppFinal;6;27;23;113895729.0;0;1;0
tryswift/trySwiftAppFinal;1;1;0;113894064.0;10;1;0
tryswift/trySwiftAppFinal;40;1823;1759;173135175.573471;269;3;3
tryswift/trySwiftAppFinal;1;13;3;85469.0;74;2;1
tryswift/trySwiftAppFinal;1;17;16;8094.0;108;3;2
tryswift/trySwiftAppFinal;1;1;1;1449973.0;0;2;0
tryswift/trySwiftAppFinal;7;29;30;39897355.0;791;2;0
tryswift/trySwiftAppFinal;3;3;0;509288.0;574;2;0
tryswift/trySwiftAppFinal;5;5;3;930814.0;160;2;4
tryswift/trySwiftAppFinal;71;201;57;69479.0;84;2;0
tryswift/trySwiftAppFinal;18;48;15;48540968.0;0;1;0
tryswift/trySwiftAppFinal;116;12431;8049;1900.0;78;1;1
tryswift/trySwiftAppFinal;17;37;58;84226113.0;21;1;0
tryswift/trySwiftAppFinal;1;1;1;48402125.573471;7141;0;0
tryswift/trySwiftAppFinal;1;3;1;42095053.573471;10100;0;0
tryswift/trySwiftAppFinal;1;2;2;39158326.573471;12725;0;0
wesm/vbench;1;2;2;81885.0;23;2;2
wesm/vbench;1;2;0;20791.0;1064;2;1
wesm/vbench;2;17;7;19956.0;1741;2;1
wesm/vbench;1;10;2;1101247.0;49;2;1
wesm/vbench;3;737;7;32240016.0;110;3;5
wesm/vbench;8;59;40;1575715.0;459;2;1
wesm/vbench;3;139;13;354720404.358734;297;3;2
wesm/vbench;3;15;6;354720258.358734;447;2;0
wesm/vbench;1;1;1;12313.0;0;2;0
wesm/vbench;3;158;2;34435.0;270;2;0
wesm/vbench;7;353;56;902.0;983;2;2
wesm/vbench;16;341;15;300523.0;818;2;4
wesm/vbench;16;972;167;305583868.0;650;5;16
wesm/vbench;5;57;17;270782063.358734;74;1;0
wesm/vbench;1;4;2;978321.0;183;2;2
vitorgalvao/fog;3;1976;2;202189.0;51;2;1
vitorgalvao/fog;3;75;4;561733.0;269;2;4
vitorgalvao/fog;4;51;2;991982.0;47;2;0
vitorgalvao/fog;1;1;1;907712.0;10122;1;2
prolificinteractive/Chandelier;56;1141;765;451974.0;78;3;1
prolificinteractive/Chandelier;8;43;25;2409.0;107;2;1
prolificinteractive/Chandelier;4;41;203;428.0;20;1;0
prolificinteractive/Chandelier;3;139;24;165.0;20;2;1
prolificinteractive/Chandelier;66;1776;1375;193.0;20;3;1
prolificinteractive/Chandelier;27;183;178;588010.0;44;3;2
prolificinteractive/Chandelier;7;154;8;580121.0;90;3;2
prolificinteractive/Chandelier;1;25;0;691585.0;0;1;0
prolificinteractive/Chandelier;2;7;7;684739.0;0;2;1
prolificinteractive/Chandelier;1;1;1;165.0;15;2;1
prolificinteractive/Chandelier;1;1;0;87296.0;0;1;0
prolificinteractive/Chandelier;9;79;1;13803.0;74;2;1
prolificinteractive/Chandelier;35;293;184;1726536.0;35;2;1
prolificinteractive/Chandelier;1;3;3;4.0;0;1;0
prolificinteractive/Chandelier;2;3;3;252875.0;0;2;1
prolificinteractive/Chandelier;9;102;200;500092.0;21;2;0
zendframework/zend-stratigility;1;0;657;72930.0;0;7;13
zendframework/zend-stratigility;1;1;1;13096.0;0;2;0
zendframework/zend-stratigility;1;0;43;245.0;123;1;1
zendframework/zend-stratigility;2;8;0;748264.0;175;3;2
zendframework/zend-stratigility;3;23;2;800169.0;0;2;0
zendframework/zend-stratigility;2;2;2;271784.0;387;2;3
zendframework/zend-stratigility;5;224;32;175566.0;1695;3;6
zendframework/zend-stratigility;2;31;29;73964.0;176;2;1
zendframework/zend-stratigility;12;544;422;545.0;198;1;0
zendframework/zend-stratigility;1;9;0;1641513.0;0;4;3
zendframework/zend-stratigility;2;0;3;1553399.0;0;2;0
zendframework/zend-stratigility;1;1;1;83005.0;0;3;3
zendframework/zend-stratigility;1;6;6;1476032.0;78;2;0
zendframework/zend-stratigility;1;2;1;1475936.0;0;2;0
zendframework/zend-stratigility;1;1;1;1475906.0;0;2;0
zendframework/zend-stratigility;1;1;1;19060.0;0;2;0
zendframework/zend-stratigility;2;25;1;13252.0;291;3;3
zendframework/zend-stratigility;1;1;1;2288434.0;0;2;1
zendframework/zend-stratigility;3;44;35;16331374.0;14;3;7
zendframework/zend-stratigility;2;30;4;384.0;573;1;0
zendframework/zend-stratigility;2;32;2;626.0;0;2;1
zendframework/zend-stratigility;2;33;2;7512429.0;0;2;0
zendframework/zend-stratigility;1;3;0;6362746.0;0;3;2
zendframework/zend-stratigility;1;5;5;6787081.0;157;3;0
zendframework/zend-stratigility;2;13;2;6747086.0;0;2;0
zendframework/zend-stratigility;1;1;1;275.0;0;1;0
zendframework/zend-stratigility;23;23;23;6715342.0;58;2;0
zendframework/zend-stratigility;1;2;2;4553515.0;233;2;2
zendframework/zend-stratigility;2;67;9;3770599.0;674;3;7
zendframework/zend-stratigility;2;74;0;61351.0;231;3;5
zendframework/zend-stratigility;2;20;0;3102919.0;49;4;2
zendframework/zend-stratigility;2;58;2;912512.0;23;5;4
zendframework/zend-stratigility;2;34;7;196539.0;1442;2;0
zendframework/zend-stratigility;2;111;2;549.0;370;1;0
zendframework/zend-stratigility;2;19;0;15.0;0;2;1
zendframework/zend-stratigility;7;63;16;358510.0;0;2;0
zendframework/zend-stratigility;8;150;12;2416565.0;474;2;1
zendframework/zend-stratigility;3;3;3;1297674.0;124;2;2
zendframework/zend-stratigility;1;0;1;588825.0;123;2;1
zendframework/zend-stratigility;28;1315;132;189278.0;1700;3;8
zendframework/zend-stratigility;23;195;1602;153791.0;1383;3;3
zendframework/zend-stratigility;4;19;2;3578843.0;99;3;0
zendframework/zend-stratigility;2;6;6;9014.0;0;2;1
zendframework/zend-stratigility;12;383;30;83009.0;1476;3;1
zendframework/zend-stratigility;9;20;1165;83042.0;391;3;6
zendframework/zend-stratigility;1;0;2;3237488.0;57;1;1
zendframework/zend-stratigility;1;5;5;537030.0;694;2;3
zendframework/zend-stratigility;27;2631;361;429824.0;2214;4;3
zendframework/zend-stratigility;27;2009;441;430113.0;1245;3;5
zendframework/zend-stratigility;9;731;9;77566.0;1435;2;0
zendframework/zend-stratigility;7;131;5;87723.0;413;1;0
zendframework/zend-stratigility;40;1774;163;47420.0;517;3;1
zendframework/zend-stratigility;5;23;97;724.0;186;1;0
zendframework/zend-stratigility;3;59;1;620.0;463;1;0
zendframework/zend-stratigility;2;12;6;6339057.0;348;2;1
zendframework/zend-stratigility;4;44;36;2991.0;110;2;0
zendframework/zend-stratigility;6;15;23;2448984.0;102;1;1
zendframework/zend-stratigility;2;6;5;5013357.0;112;3;2
zendframework/zend-stratigility;5;158;0;4821609.0;0;3;1
zendframework/zend-stratigility;1;1;1;4108256.0;46;2;1
zendframework/zend-stratigility;1;1;1;3364863.0;559;2;2
zendframework/zend-stratigility;1;7;7;3363526.0;125;2;2
zendframework/zend-stratigility;2;103;0;20198.0;514;2;5
zendframework/zend-stratigility;24;363;286;262457.0;1649;5;4
zendframework/zend-stratigility;62;1480;4941;526.0;424;5;1
zendframework/zend-stratigility;2;17;15;974.0;509;1;0
zendframework/zend-stratigility;9;17;37;4646963.0;292;3;3
zendframework/zend-stratigility;1;1;1;968108.0;0;4;1
zendframework/zend-stratigility;2;44;0;949995.0;107;2;1
zendframework/zend-stratigility;3;108;105;884248.0;0;3;1
zendframework/zend-stratigility;1;10;1;8987201.0;0;1;0
zendframework/zend-stratigility;1;1;1;15835357.0;209;2;1
zendframework/zend-stratigility;1;0;9;12735759.0;80;2;1
zendframework/zend-stratigility;1;1;1;12729773.0;0;2;1
zendframework/zend-stratigility;3;2;4;10061189.0;120;2;1
zendframework/zend-stratigility;19;149;47;332981.0;997;2;2
zendframework/zend-stratigility;1;6;21;246996.0;171;2;1
zendframework/zend-stratigility;1;10;6;246554.0;0;2;1
zendframework/zend-stratigility;1;5;2;246540.0;144;2;1
zendframework/zend-stratigility;17;620;459;5029819.0;0;3;6
zendframework/zend-stratigility;2;29;2;12466.0;216;2;1
zendframework/zend-stratigility;3;61;9;61136.0;356;2;1
zendframework/zend-stratigility;19;250;82;10571.0;314;3;2
zendframework/zend-stratigility;3;351;205;7729.0;523;2;1
zendframework/zend-stratigility;36;723;1510;1421231.0;241;4;1
zendframework/zend-stratigility;25;500;85;1336911.0;255;1;1
zendframework/zend-stratigility;8;425;10;430664.0;781;3;4
zendframework/zend-stratigility;22;22;22;399066.0;27;2;1
zendframework/zend-stratigility;22;73;132;457825.0;80;2;0
zendframework/zend-stratigility;25;2144;703;510.0;494;1;0
zendframework/zend-stratigility;6;57;3;12645.0;0;2;1
zendframework/zend-stratigility;1;3;3;12671.0;0;2;1
zendframework/zend-stratigility;2;5;3;585.0;207;1;0
zendframework/zend-stratigility;8;8;0;582.0;0;2;0
zendframework/zend-stratigility;2;3;14;1264.0;40;2;1
zendframework/zend-stratigility;2;3;4;3513151.0;171;1;0
zendframework/zend-stratigility;23;1329;1091;2765832.0;140;5;33
zendframework/zend-stratigility;3;12;79;2335069.0;0;2;2
zendframework/zend-stratigility;7;174;4;438349.0;1022;4;4
zendframework/zend-stratigility;14;20;20;150138.0;611;2;3
zendframework/zend-stratigility;44;2777;1243;851266.0;2264;2;0
zendframework/zend-stratigility;9;74;0;4653.0;408;2;0
zendframework/zend-stratigility;6;243;0;278387.0;99;2;1
zendframework/zend-stratigility;31;447;341;354725.0;661;3;3
zendframework/zend-stratigility;31;85;222;21398.0;0;2;1
zendframework/zend-stratigility;4;57;1;82870.0;108;2;2
zendframework/zend-stratigility;1;1;1;98413.0;25;2;1
zendframework/zend-stratigility;4;149;0;681.0;650;1;0
zendframework/zend-stratigility;1;13;5;792998.0;79;2;1
zendframework/zend-stratigility;39;39;0;792806.0;0;2;1
zendframework/zend-stratigility;8;167;58;6276.0;0;2;1
zendframework/zend-stratigility;2;84;87;6151.0;0;2;1
zendframework/zend-stratigility;8;8;8;91557.0;68;2;1
zendframework/zend-stratigility;1;2;2;91539.0;108;3;2
zendframework/zend-stratigility;2;2;4;90766.0;447;4;4
zendframework/zend-stratigility;3;5;5;89374.0;0;4;3
zendframework/zend-stratigility;1;3;0;2039.0;235;1;0
zendframework/zend-stratigility;1;9;0;277.0;184;1;1
zendframework/zend-stratigility;8;16;16;286343.0;62;2;0
zendframework/zend-stratigility;15;49;2;17720.0;0;2;1
zendframework/zend-stratigility;3;0;132;16326.0;49;2;1
zendframework/zend-stratigility;2;32;12;456722.0;230;2;2
zendframework/zend-stratigility;1;13;7;376404.0;555;3;1
zendframework/zend-stratigility;4;45;13;942.0;745;1;0
zendframework/zend-stratigility;2;27;1;3919.0;602;1;0
zendframework/zend-stratigility;1;26;0;313.0;270;1;0
zendframework/zend-stratigility;1;2;2;6652365.0;45;4;1
zendframework/zend-stratigility;1;4;4;3747069.0;78;2;0
zendframework/zend-stratigility;1;0;4;273680.0;135;3;1
zendframework/zend-stratigility;3;45;12;17225803.0;356;3;3
zendframework/zend-stratigility;2;10;3;2687195.0;0;3;1
zendframework/zend-stratigility;2;4;3;916.0;185;1;0
zendframework/zend-stratigility;6;225;5;395559.0;1259;4;6
zendframework/zend-stratigility;1;1;1;136444975.886285;1187;3;3
zendframework/zend-stratigility;1;1;1;8488141.0;135;4;1
zendframework/zend-stratigility;3;228;176;131382474.886285;500;4;4
zendframework/zend-stratigility;3;108;17;131381483.886285;226;5;2
JackDanger/permanent_records;2;23;0;26436755.0;87;2;0
JackDanger/permanent_records;10;323;28;3176350.0;245;2;4
JackDanger/permanent_records;1;10;2;7118.0;123;2;1
JackDanger/permanent_records;5;18;3;174533.0;277;2;1
JackDanger/permanent_records;6;30;6;15286.0;38;2;1
JackDanger/permanent_records;1;1;1;92790.0;0;2;2
JackDanger/permanent_records;1;14;3;127744.0;0;2;1
JackDanger/permanent_records;4;34;13;1659454.0;64;2;7
JackDanger/permanent_records;1;2;2;1516045.0;637;2;1
JackDanger/permanent_records;1;2;2;3385.0;405;2;1
JackDanger/permanent_records;2;14;3;563.0;240;2;1
JackDanger/permanent_records;4;22;0;94716.0;421;2;7
JackDanger/permanent_records;1;1;1;6615.0;0;2;1
JackDanger/permanent_records;1;41;40;42579.0;143;2;2
JackDanger/permanent_records;5;8;7;11337133.0;412;2;1
JackDanger/permanent_records;1;2;3;10679768.0;349;2;1
JackDanger/permanent_records;3;10;2;7496128.0;358;1;0
JackDanger/permanent_records;3;17;12;652382.0;379;3;3
JackDanger/permanent_records;2;6;7;448011.0;305;2;1
JackDanger/permanent_records;4;105;19;359535.0;422;2;1
JackDanger/permanent_records;3;29;1;4998.0;9;2;0
JackDanger/permanent_records;5;17;43;551340.0;0;1;0
JackDanger/permanent_records;3;14;1;108803.0;9;2;1
JackDanger/permanent_records;2;3;3;1527167.0;101;3;3
JackDanger/permanent_records;1;1;0;2013811.0;499;1;0
JackDanger/permanent_records;2;4;1;2239697.0;492;2;1
JackDanger/permanent_records;2;34;12;284698.0;235;2;0
JackDanger/permanent_records;15;155;30;24614.0;402;1;0
JackDanger/permanent_records;14;118;30;109214.0;402;2;1
JackDanger/permanent_records;15;155;30;109505.0;298;2;1
JackDanger/permanent_records;19;231;199;395.0;0;1;0
JackDanger/permanent_records;1;3;1;14636.0;340;2;2
JackDanger/permanent_records;1;4;1;33410.0;63;2;1
JackDanger/permanent_records;3;16;18;176.0;1334;2;2
JackDanger/permanent_records;6;92;9;328982.0;107;3;1
JackDanger/permanent_records;1;35;0;232351724.908833;50;1;0
JackDanger/permanent_records;5;33;2;657114.0;16;2;1
JackDanger/permanent_records;3;10;11;474.0;60;1;0
JackDanger/permanent_records;3;11;11;257152.0;0;1;0
JackDanger/permanent_records;3;26;13;82287.0;0;2;0
JackDanger/permanent_records;9;82;62;80892.0;0;1;0
JackDanger/permanent_records;14;143;72;1391615.0;176;2;0
JackDanger/permanent_records;7;84;62;1390336.0;16;2;0
JackDanger/permanent_records;8;89;69;1389673.0;197;2;0
JackDanger/permanent_records;8;98;75;1389391.0;79;2;0
JackDanger/permanent_records;12;161;76;1386838.0;0;2;0
JackDanger/permanent_records;1;1;1;221902947.909838;577;4;3
JackDanger/permanent_records;1;46;0;7.0;40;1;0
JackDanger/permanent_records;5;43;1;680557.0;377;2;1
JackDanger/permanent_records;1;1;0;9029784.0;0;2;1
JackDanger/permanent_records;1;1;1;1103868.0;303;3;0
JackDanger/permanent_records;8;46;22;1327.0;170;3;3
JackDanger/permanent_records;14;118;77;120685.0;473;2;2
JackDanger/permanent_records;4;68;0;90.0;89;1;0
JackDanger/permanent_records;1;3;2;485.0;0;1;0
JackDanger/permanent_records;2;4;1;362.0;71;1;0
JackDanger/permanent_records;3;6;1;129.0;0;1;0
JackDanger/permanent_records;3;14;14;59649689.909838;1169;2;1
JackDanger/permanent_records;5;36;15;2320410.909838;255;1;0
sirthias/scala-ssh;1;1;1;51453.0;49;2;1
sirthias/scala-ssh;1;3;3;13275565.0;202;3;3
