repositorio;arquivos;adicoes;remocoes;tempo_analise_segundos;descricao_tamanho;participantes;comentarios
callstack/react-native-opentok;2;81;3;4181.0;0;2;0
callstack/react-native-opentok;6;86;4;8538293.0;103;4;2
callstack/react-native-opentok;9;41;15;185525028.469912;159;2;0
callstack/react-native-opentok;1;3;0;10186548.0;193;2;0
callstack/react-native-opentok;5;175;2;171688.0;51;1;0
callstack/react-native-opentok;14;672;8;3707243.0;248;2;0
callstack/react-native-opentok;0;0;0;7294362.0;0;5;5
callstack/react-native-opentok;1;11;4;178905400.469912;78;2;0
callstack/react-native-opentok;8;62;62;16.0;0;2;1
callstack/react-native-opentok;1;2;0;3687791.0;249;3;1
callstack/react-native-opentok;1;5;0;834506.0;195;3;0
callstack/react-native-opentok;7;28;0;2939668.0;27;4;3
callstack/react-native-opentok;1;311;0;793533.0;56;2;0
callstack/react-native-opentok;2;36;0;793283.0;99;4;2
callstack/react-native-opentok;1;1;1;793089.0;15;3;0
callstack/react-native-opentok;2;2;2;1718484.0;90;4;0
callstack/react-native-opentok;9;84;12;2075923.0;0;3;1
callstack/react-native-opentok;5;49;26;1972290.0;0;3;1
callstack/react-native-opentok;6;102;24;1192281.0;0;3;0
callstack/react-native-opentok;1;0;2;17.0;41;1;0
callstack/react-native-opentok;1;1;1;54518433.0;0;2;0
callstack/react-native-opentok;2;5;5;139607299.469912;180;1;0
callstack/react-native-opentok;1;2;2;8788356.0;2921;1;0
callstack/react-native-opentok;1;2;2;112896095.469912;2939;0;0
callstack/react-native-opentok;1;2;2;112896095.469912;4715;0;0
callstack/react-native-opentok;1;18;11;112896094.469912;6865;0;0
callstack/react-native-opentok;1;2;1;6.0;418;1;0
AI-DI/Brancher;9;23;20;7626319.0;365;1;0
AI-DI/Brancher;1;2;2;435461.0;378;2;0
AI-DI/Brancher;1;1;1;766.0;112;2;1
AI-DI/Brancher;1;96;162;46.0;0;2;0
AI-DI/Brancher;1;1;1;56038.0;0;2;1
AI-DI/Brancher;1;493;70;56206.0;0;2;0
AI-DI/Brancher;1;289;28;1600.0;0;2;0
AI-DI/Brancher;2;16;1;9589.0;332;2;1
AI-DI/Brancher;2;84;10;84448.0;0;2;0
AI-DI/Brancher;1;142;23;16606.0;0;2;0
AI-DI/Brancher;3;185;109;130341735.936362;0;1;2
bostonrb/bostonrb;1;19;2;390638.0;207;2;1
bostonrb/bostonrb;0;0;0;49258.0;46;2;1
bostonrb/bostonrb;1;12;12;8632466.0;217;2;1
bostonrb/bostonrb;11;229;13;9520917.0;447;3;4
bostonrb/bostonrb;10;175;79;1648.0;238;3;6
bostonrb/bostonrb;1;2;1;64150.0;76;2;1
bostonrb/bostonrb;1;1;1;2353.0;86;2;0
bostonrb/bostonrb;2;3;4;1686.0;810;2;2
bostonrb/bostonrb;1;7;7;16571.0;119;2;0
bostonrb/bostonrb;14;225;0;109942.0;690;2;9
bostonrb/bostonrb;15;117;27;415439.0;587;2;3
bostonrb/bostonrb;23;275;9;13019.0;415;2;2
bostonrb/bostonrb;5;27;16;15379.0;171;2;1
bostonrb/bostonrb;1;3;3;188737.0;0;2;1
bostonrb/bostonrb;8;31;95;4380.0;333;3;1
bostonrb/bostonrb;2;5;5;35.0;115;2;0
bostonrb/bostonrb;1;4;4;733.0;38;2;0
bostonrb/bostonrb;7;100;27;32280276.0;266;2;3
bostonrb/bostonrb;2;37;80;1320.0;274;2;2
bostonrb/bostonrb;3;4;3;8424.0;175;3;3
bostonrb/bostonrb;3;6;6;6428.0;292;2;0
bostonrb/bostonrb;3;23;20;1102573.0;230;2;0
bostonrb/bostonrb;4;3;4;52332.0;95;2;0
bostonrb/bostonrb;1;1;1;3778.0;184;1;0
bostonrb/bostonrb;1;4;0;3376.0;93;1;0
bostonrb/bostonrb;37;1304;35;13363.0;57;1;0
bostonrb/bostonrb;37;1304;35;4133.0;1439;2;0
bostonrb/bostonrb;10;207;13;2221642.0;141;3;6
bostonrb/bostonrb;2;4;8;88869.0;196;1;0
bostonrb/bostonrb;2;10;2;145.0;450;2;0
bostonrb/bostonrb;1;7;0;24146.0;95;2;0
bostonrb/bostonrb;30;711;3;1716178.0;701;3;9
bostonrb/bostonrb;23;312;33;21249102.0;833;2;2
bostonrb/bostonrb;19;387;3;332664.0;311;1;1
bostonrb/bostonrb;30;850;3;2936981.0;484;2;2
bostonrb/bostonrb;1;4;4;592.0;0;2;0
bostonrb/bostonrb;2;2;1;81.0;0;2;2
bostonrb/bostonrb;0;0;0;6701386.0;38;2;0
bostonrb/bostonrb;3;31;2;666.0;60;2;5
bostonrb/bostonrb;1;2;2;6035775.0;69;2;0
bostonrb/bostonrb;2;2;2;849832.0;40;2;1
bostonrb/bostonrb;6;27;5;847915.0;0;2;1
bostonrb/bostonrb;7;236;4;3502006.0;191;2;1
bostonrb/bostonrb;1;1;1;79639.0;0;2;3
bostonrb/bostonrb;36;808;126;326626727.943565;97;3;0
bostonrb/bostonrb;2;1;3;20.0;25;1;1
bostonrb/bostonrb;7;83;26;271.0;13;1;0
bostonrb/bostonrb;26;368;6;38.0;0;2;0
bostonrb/bostonrb;4;144;4;94703.0;491;1;0
bostonrb/bostonrb;21;305;1;73262.0;35;2;2
bostonrb/bostonrb;61;610;15;1128.0;761;1;1
bostonrb/bostonrb;24;1746;154;778211.0;518;2;0
bostonrb/bostonrb;58;2776;157;420504.0;43;4;3
bostonrb/bostonrb;1;1;2;14170920.0;0;3;7
bostonrb/bostonrb;1;1;1;121800272.0;168;2;2
bostonrb/bostonrb;1;1;1;39325.0;69;2;1
bostonrb/bostonrb;1;7;7;426923.0;242;2;0
bostonrb/bostonrb;1;13;0;136847.0;0;3;0
bostonrb/bostonrb;1;4;6;91607836.0;42;1;0
bostonrb/bostonrb;1;5;4;259659474.943675;40;1;0
bostonrb/bostonrb;18;37;2141;62521579.0;184;2;3
bostonrb/bostonrb;9;156;214;11.0;8;1;0
bostonrb/bostonrb;1;2;2;14724.0;0;2;0
wesbos/Learn-Redux;1;4;3;9604689.0;227;3;1
wesbos/Learn-Redux;3;54;54;92.0;178;2;1
wesbos/Learn-Redux;1;34;1;44.0;0;3;2
wesbos/Learn-Redux;1;5;5;10324.0;31;2;1
wesbos/Learn-Redux;1;1;1;55393.0;0;2;0
wesbos/Learn-Redux;1;1;1;203858445.199641;0;1;0
wesbos/Learn-Redux;3;5064;19;194940386.199641;0;1;0
wesbos/Learn-Redux;1;1;1;171793763.199641;60;1;0
una/extra.css;1;2;4;21175.0;206;3;3
una/extra.css;17;213;267;138209755.230444;96;2;0
una/extra.css;1;5;1;138208457.230444;3;2;1
una/extra.css;1;2;2;139265.0;161;2;0
una/extra.css;1;1;1;137880.0;65;2;0
una/extra.css;6;13;9;549860.0;375;2;0
una/extra.css;1;56;4;651090.0;678;2;2
una/extra.css;2;308;40;27483785.0;3613;1;1
una/extra.css;2;373;34;15580875.0;4244;1;1
una/extra.css;2;402;34;15012372.0;2626;1;1
una/extra.css;2;402;34;15012372.0;3188;1;1
una/extra.css;2;409;41;15012371.0;4285;1;1
una/extra.css;2;398;35;10158525.0;4122;0;1
una/extra.css;2;400;34;8355384.0;4569;1;1
una/extra.css;2;396;35;4853848.0;5125;1;1
una/extra.css;2;412;41;3680707.0;4184;1;1
una/extra.css;2;483;90;637752.0;4007;1;1
una/extra.css;2;428;57;162755.0;12627;1;1
una/extra.css;1;4;4;323.0;0;2;0
una/extra.css;4;17;0;97742276.230444;73;2;1
una/extra.css;6;126;1;23.0;0;1;0
una/extra.css;8;19;19;14.0;0;1;0
una/extra.css;2;413;34;27381074.0;2697;0;1
una/extra.css;2;670;324;58001895.0;8418;0;1
una/extra.css;2;445;57;82315677.230444;4364;0;0
una/extra.css;2;410;39;80467118.230444;2869;0;0
una/extra.css;2;402;37;77871313.230444;3742;0;0
una/extra.css;2;399;34;24126780.0;4608;0;1
una/extra.css;2;412;45;13045328.0;4725;0;1
una/extra.css;2;399;34;77017270.230444;4623;0;0
una/extra.css;2;399;34;76925847.230444;7798;0;0
una/extra.css;2;405;35;75461450.230444;3635;0;0
una/extra.css;2;412;37;43113042.0;5326;0;1
una/extra.css;2;399;34;68943705.230444;2706;0;0
una/extra.css;2;399;34;1650862.0;2711;0;1
una/extra.css;2;399;34;65411762.230444;2711;0;0
una/extra.css;2;412;45;11678578.0;4741;0;1
una/extra.css;2;417;61;2582619.0;4734;0;1
una/extra.css;2;410;34;53084492.230444;5020;0;0
una/extra.css;2;430;73;52955722.230444;8147;0;0
una/extra.css;2;417;61;52925766.230444;4626;0;0
una/extra.css;2;423;45;725615.0;4538;0;1
una/extra.css;2;423;45;51718634.230444;4365;0;0
una/extra.css;2;410;34;7711163.0;6723;0;1
una/extra.css;2;411;35;40416455.230444;6965;0;0
una/extra.css;2;417;35;32597593.230444;3325;0;0
una/extra.css;2;432;42;29379175.230444;7007;0;0
una/extra.css;2;432;47;29370339.230444;8712;0;0
una/extra.css;2;702;347;28378888.230444;16524;0;0
una/extra.css;2;415;35;27504737.230444;5404;0;0
una/extra.css;2;716;210;27018985.230444;13649;0;0
una/extra.css;2;961;336;26963338.230444;9370;0;0
una/extra.css;3;20316;9394;25176694.230444;10525;0;0
una/extra.css;2;421;44;24804356.230444;6403;0;0
glenjamin/skin-deep;2;33;0;19011.0;169;2;0
glenjamin/skin-deep;2;12;10;512.0;135;2;0
glenjamin/skin-deep;1;1;0;1722.0;229;2;4
glenjamin/skin-deep;2;7;0;1940.0;0;2;0
glenjamin/skin-deep;4;55;11;381.0;0;1;0
glenjamin/skin-deep;1;9;5;76793.0;585;2;6
glenjamin/skin-deep;1;6;6;12991.0;1560;2;0
glenjamin/skin-deep;3;212;1;4016512.0;724;3;7
glenjamin/skin-deep;1;1;1;1642.0;503;2;0
glenjamin/skin-deep;2;37;4;98.0;0;1;2
glenjamin/skin-deep;2;12;11;206347.0;155;2;2
glenjamin/skin-deep;1;1;1;693784.0;604;2;0
glenjamin/skin-deep;2;35;2;82199.0;86;2;10
glenjamin/skin-deep;1;10;0;530.0;153;2;0
glenjamin/skin-deep;1;1;1;805569.0;3041;2;0
glenjamin/skin-deep;2;17;3;45200.0;354;2;4
glenjamin/skin-deep;1;1;1;69419.0;2930;2;0
glenjamin/skin-deep;2;79;0;1636433.0;112;2;5
glenjamin/skin-deep;2;255;2;226608.0;146;3;4
glenjamin/skin-deep;1;1;1;907412.0;749;2;0
glenjamin/skin-deep;1;1;1;36354.0;1764;2;0
glenjamin/skin-deep;1;1;1;8472.0;0;2;2
glenjamin/skin-deep;2;26;0;2682.0;171;2;1
glenjamin/skin-deep;1;1;1;4083882.0;749;2;0
glenjamin/skin-deep;1;1;1;2114048.0;201;2;2
glenjamin/skin-deep;1;1;1;189280.0;749;2;0
glenjamin/skin-deep;2;19;6;1719.0;80;2;3
glenjamin/skin-deep;1;3;3;151.0;102;2;0
glenjamin/skin-deep;1;1;1;602605.0;645;2;0
glenjamin/skin-deep;1;1;1;246345.0;6566;2;0
glenjamin/skin-deep;1;6;6;887406.0;465;2;3
glenjamin/skin-deep;1;1;1;1071529.0;25233;2;0
glenjamin/skin-deep;1;1;1;473672.0;7693;2;0
glenjamin/skin-deep;2;103;0;4282742.0;1143;3;11
glenjamin/skin-deep;1;1;1;1133221.0;645;2;0
glenjamin/skin-deep;1;1;1;1104197.0;3285;2;0
glenjamin/skin-deep;1;1;1;881793.0;6445;2;0
glenjamin/skin-deep;1;1;1;877158.0;3636;2;0
glenjamin/skin-deep;1;1;1;532257.0;3150;2;0
glenjamin/skin-deep;1;1;1;255367.0;5900;2;0
glenjamin/skin-deep;1;1;1;1094.0;697;3;1
glenjamin/skin-deep;1;1;1;930385.0;643;3;1
glenjamin/skin-deep;1;1;1;46462.0;655;3;1
glenjamin/skin-deep;1;1;1;41612.0;712;3;1
glenjamin/skin-deep;2;10;3;669.0;240;3;4
glenjamin/skin-deep;2;25;0;141204.0;54;3;21
glenjamin/skin-deep;11;116;52;6309.0;0;3;6
glenjamin/skin-deep;4;15;7;1347.0;2091;3;5
iamtrask/PySonar;3;91;2;334.0;103;2;1
iamtrask/PySonar;1;14;3;1340.0;57;2;0
iamtrask/PySonar;6;259;196;11.0;0;1;0
iamtrask/PySonar;1;1;1;1475.0;68;2;0
iamtrask/PySonar;1;1;1;3357.0;0;2;0
iamtrask/PySonar;6;69;39;40279.0;64;2;1
iamtrask/PySonar;2;2;2;20744.0;74;3;0
iamtrask/PySonar;1;11;0;17835.0;28;2;0
iamtrask/PySonar;1;67;24;8640.0;69;2;1
iamtrask/PySonar;1;1;1;481524.0;84;1;0
iamtrask/PySonar;1;14;7;1190862.0;409;3;2
iamtrask/PySonar;2;7;6;26990.0;73;2;0
iamtrask/PySonar;1;2;2;98115.0;0;2;0
iamtrask/PySonar;2;587;1;97707.0;434;2;0
iamtrask/PySonar;1;12;3;89057.0;111;2;0
iamtrask/PySonar;3;606;10;6.0;0;3;0
iamtrask/PySonar;11;451;389;349410.0;99;2;5
iamtrask/PySonar;1;36;25;82473.0;0;5;0
iamtrask/PySonar;10;445;382;37885.0;37;2;0
iamtrask/PySonar;1;1;0;398.0;0;2;0
iamtrask/PySonar;2;28;5;954.0;54;2;0
iamtrask/PySonar;11;761;779;117360.0;271;2;0
iamtrask/PySonar;1;1;1;6007.0;0;3;0
iamtrask/PySonar;1;13;19;82063.0;121;2;0
iamtrask/PySonar;6;44;18;99526.0;990;2;0
iamtrask/PySonar;1;1;1;282.0;0;2;0
iamtrask/PySonar;3;25;37;79050.0;435;2;0
iamtrask/PySonar;3;56;9;411228.0;46;3;6
iamtrask/PySonar;1;6;0;63971.0;96;2;0
iamtrask/PySonar;1;3;9;414213.0;17;4;3
iamtrask/PySonar;1;0;1;2848.0;0;2;0
iamtrask/PySonar;1;2;2;1103.0;78;2;2
iamtrask/PySonar;1;4;6;1085.0;79;2;0
iamtrask/PySonar;1;45;16;511261.0;480;3;0
iamtrask/PySonar;1;1;1;18202.0;0;1;0
iamtrask/PySonar;1;15;0;16233.0;32;1;0
iamtrask/PySonar;4;104;97;6.0;0;1;0
iamtrask/PySonar;2;130;200;6.0;0;1;0
iamtrask/PySonar;1;3;3;6.0;0;1;0
iamtrask/PySonar;1;0;15;6.0;0;1;0
iamtrask/PySonar;2;467;208;10.0;0;1;0
iamtrask/PySonar;1;1;1;97944.0;162;2;0
iamtrask/PySonar;1;1;1;163656526.464431;0;1;0
iamtrask/PySonar;1;1;0;80564876.464431;2872;0;0
iamtrask/PySonar;1;65;21;78659807.464431;6692;0;0
iamtrask/PySonar;1;2;1;77088688.464431;7801;0;0
tencentyun/wecos;1;0;10;12725841.0;0;2;0
tencentyun/wecos;1;8;1;991.0;79;2;1
tencentyun/wecos;1;1;0;4301.0;70;2;0
tencentyun/wecos;1;1;1;158.0;85;2;0
tencentyun/wecos;1;1;1;133302688.759324;8;1;0
tencentyun/wecos;5;79;16;2057754.0;139;1;0
tencentyun/wecos;1;2;2;29181163.759324;113;1;0
fcaviggia/hardening-script-el6;1;0;0;61.0;30;2;0
fcaviggia/hardening-script-el6;395;0;0;74.0;35;2;0
fcaviggia/hardening-script-el6;2;4;0;136.0;80;2;0
fcaviggia/hardening-script-el6;2;17;0;484.0;6;2;0
fcaviggia/hardening-script-el6;1;9;0;293.0;0;2;2
fcaviggia/hardening-script-el6;3;8;4;5721.0;54;1;0
fcaviggia/hardening-script-el6;1;1;1;9.0;38;2;0
fcaviggia/hardening-script-el6;1;1;1;8179.0;462;2;0
fcaviggia/hardening-script-el6;8;2984;0;29571.0;429;3;3
fcaviggia/hardening-script-el6;1;2;2;1827.0;39;2;1
fcaviggia/hardening-script-el6;1;62;62;4601400.0;273;2;0
fcaviggia/hardening-script-el6;1;52;0;37826254.0;26;2;0
fcaviggia/hardening-script-el6;1;6;6;49915368.0;36;2;0
fcaviggia/hardening-script-el6;1;42;0;58987.0;28;2;0
fcaviggia/hardening-script-el6;1;11;10;49915088.0;29;2;0
fcaviggia/hardening-script-el6;1;19;17;49914951.0;29;2;0
fcaviggia/hardening-script-el6;1;52;0;49914805.0;23;3;1
fcaviggia/hardening-script-el6;1;15;14;11493784.0;82;2;0
fcaviggia/hardening-script-el6;1;18;15;58079.0;72;2;0
fcaviggia/hardening-script-el6;1;59;0;57842.0;0;2;1
fcaviggia/hardening-script-el6;95;20;3100;138923.0;219;3;2
fcaviggia/hardening-script-el6;350;7;20058;1530089.0;160;1;0
fcaviggia/hardening-script-el6;2;165;208;345367.0;91;2;0
fcaviggia/hardening-script-el6;2;176;201;339.0;0;2;0
fcaviggia/hardening-script-el6;1;1;1;74452.0;93;2;1
fcaviggia/hardening-script-el6;1;1;0;27989.0;0;2;0
fcaviggia/hardening-script-el6;1;5;5;328608.0;212;2;0
fcaviggia/hardening-script-el6;3;35;17;13150.0;208;2;1
fcaviggia/hardening-script-el6;4;97;52;52962.0;191;2;1
fcaviggia/hardening-script-el6;1;1;1;83103.0;21;2;1
fcaviggia/hardening-script-el6;1;7;4;14309.0;213;2;1
fcaviggia/hardening-script-el6;1;3;8;14543737.0;149;2;0
fcaviggia/hardening-script-el6;9;50;6;90435.0;186;2;0
fcaviggia/hardening-script-el6;2;3;1;513882.0;170;2;0
fcaviggia/hardening-script-el6;22;713;36;54258.0;538;2;1
fcaviggia/hardening-script-el6;1;0;52;401.0;190;2;0
fcaviggia/hardening-script-el6;1;7;6;875.0;244;2;1
fcaviggia/hardening-script-el6;1;1;1;377.0;0;1;0
fcaviggia/hardening-script-el6;22;680;278;681382.0;428;2;1
fcaviggia/hardening-script-el6;1;1;1;202772.0;30;2;1
fcaviggia/hardening-script-el6;1;2;2;3861.0;259;2;0
fcaviggia/hardening-script-el6;1;211;199;218371208.268798;1127;2;0
fcaviggia/hardening-script-el6;1;1;1;37787.0;22;2;0
fcaviggia/hardening-script-el6;2;4;4;717122.0;474;2;1
fcaviggia/hardening-script-el6;1;1;0;27019.0;180;2;0
fcaviggia/hardening-script-el6;4;5;0;134.0;0;2;0
pointfreeco/swift-enum-properties;4;10;4;65248394.0;397;3;1
pointfreeco/swift-enum-properties;2;49;0;14444.0;134;2;0
pointfreeco/swift-enum-properties;3;16;1;2602.0;37;2;0
pointfreeco/swift-enum-properties;11;66;26;1598.0;113;2;0
pointfreeco/swift-enum-properties;2;10;4;7633.0;0;1;0
pointfreeco/swift-enum-properties;3;83;92;70815.0;132;2;0
pointfreeco/swift-enum-properties;2;8;27;1784.0;0;2;0
dizda/CloudBackupBundle;1;1;1;17038.0;25;2;1
dizda/CloudBackupBundle;1;31;0;722.0;33;2;2
dizda/CloudBackupBundle;1;5;6;17662.0;84;2;4
dizda/CloudBackupBundle;1;6;4;3275.0;0;2;1
dizda/CloudBackupBundle;9;29;14;25476.0;433;2;5
dizda/CloudBackupBundle;1;28;0;12336.0;166;2;1
dizda/CloudBackupBundle;6;186;1;69474.0;132;2;4
dizda/CloudBackupBundle;1;11;0;69.0;39;2;1
dizda/CloudBackupBundle;1;1;3;23478.0;270;2;1
dizda/CloudBackupBundle;1;1;1;1114845.0;230;2;1
dizda/CloudBackupBundle;12;54;23;832372.0;562;2;4
dizda/CloudBackupBundle;1;145;57;4839.0;424;2;1
dizda/CloudBackupBundle;1;15;15;1444.0;0;2;1
dizda/CloudBackupBundle;1;1;1;88263.0;16;2;0
dizda/CloudBackupBundle;2;5;5;10542.0;53;2;3
dizda/CloudBackupBundle;1;8;5;6966.0;394;2;1
dizda/CloudBackupBundle;13;352;136;1458.0;611;2;2
dizda/CloudBackupBundle;20;578;155;153993.0;780;2;15
dizda/CloudBackupBundle;1;2;2;2820.0;112;3;9
dizda/CloudBackupBundle;8;82;74;129433.0;203;2;5
dizda/CloudBackupBundle;7;101;64;286446165.236484;0;2;2
dizda/CloudBackupBundle;1;1;0;27.0;0;1;0
dizda/CloudBackupBundle;12;354;5;759524.0;479;2;20
dizda/CloudBackupBundle;4;40;1;112184.0;0;2;1
dizda/CloudBackupBundle;12;343;49;4229426.0;78;3;30
dizda/CloudBackupBundle;18;306;301;858536.0;256;2;4
dizda/CloudBackupBundle;1;1;1;7523.0;0;2;1
dizda/CloudBackupBundle;4;24;3;56253.0;0;3;1
dizda/CloudBackupBundle;4;10;282;48137.0;0;2;1
dizda/CloudBackupBundle;3;110;85;338587.0;590;3;14
dizda/CloudBackupBundle;55;1409;1144;2940368.0;365;4;30
dizda/CloudBackupBundle;6;17;88;278.0;309;2;3
dizda/CloudBackupBundle;12;280;313;1353.0;54;2;10
dizda/CloudBackupBundle;35;282;188;12562.0;288;2;11
dizda/CloudBackupBundle;43;362;544;82440.0;137;2;2
dizda/CloudBackupBundle;1;1;1;3803.0;0;2;2
dizda/CloudBackupBundle;6;39;46;97717.0;130;2;7
dizda/CloudBackupBundle;6;76;20;7774.0;88;3;12
dizda/CloudBackupBundle;1;2;2;10847.0;248;2;3
dizda/CloudBackupBundle;3;19;2;8872.0;273;2;2
dizda/CloudBackupBundle;1;1;1;3286.0;0;2;2
dizda/CloudBackupBundle;1;1;1;13228.0;82;2;0
dizda/CloudBackupBundle;4;4;4;23501.0;82;3;4
dizda/CloudBackupBundle;4;59;0;932600.0;1085;2;5
dizda/CloudBackupBundle;3;12;8;3115.0;0;2;2
dizda/CloudBackupBundle;1;2;2;2227.0;351;2;1
dizda/CloudBackupBundle;2;7;5;36259.0;895;2;1
dizda/CloudBackupBundle;2;71;0;60543.0;605;2;5
dizda/CloudBackupBundle;5;85;0;1401269.0;922;2;9
dizda/CloudBackupBundle;2;7;13;3794404.0;18;3;5
dizda/CloudBackupBundle;3;141;50;102761.0;74;2;15
dizda/CloudBackupBundle;1;3;4;4698.0;125;2;5
dizda/CloudBackupBundle;4;141;38;10198.0;12;3;3
dizda/CloudBackupBundle;2;1;2;29238572.0;124;3;5
dizda/CloudBackupBundle;4;77;5;122452.0;228;3;18
dizda/CloudBackupBundle;1;1;8;91291.0;94;2;1
dizda/CloudBackupBundle;1;37;22;126798.0;0;4;9
dizda/CloudBackupBundle;1;1;1;115.0;9;2;1
dizda/CloudBackupBundle;1;2;1;313.0;0;3;2
dizda/CloudBackupBundle;1;4;0;717.0;0;3;5
dizda/CloudBackupBundle;1;9;9;67295.0;73;3;2
dizda/CloudBackupBundle;7;89;5;10956704.0;10;3;9
dizda/CloudBackupBundle;4;20;14;85893.0;48;2;5
dizda/CloudBackupBundle;2;117;35;1644560.0;101;3;12
dizda/CloudBackupBundle;1;1;2;221548443.236484;303;2;1
dizda/CloudBackupBundle;2;4;5;14917.0;37;2;3
dizda/CloudBackupBundle;33;1035;24;9071477.0;500;5;30
dizda/CloudBackupBundle;1;0;3;1291.0;283;2;1
dizda/CloudBackupBundle;2;8;0;427.0;0;2;1
dizda/CloudBackupBundle;2;0;34;1080.0;0;2;1
dizda/CloudBackupBundle;1;19;19;1404915.0;49;3;1
dizda/CloudBackupBundle;1;1;1;1104549.0;313;3;4
dizda/CloudBackupBundle;1;3;8;6865.0;11;2;1
dizda/CloudBackupBundle;1;2;1;9891.0;516;2;2
dizda/CloudBackupBundle;4;9;3;208795000.237471;709;4;0
dizda/CloudBackupBundle;4;41;4;36411.0;388;1;0
dizda/CloudBackupBundle;16;314;53;206550294.237471;388;3;5
dizda/CloudBackupBundle;4;49;5;186718982.237471;131;1;0
dizda/CloudBackupBundle;16;207;41;150153493.0;209;4;2
dizda/CloudBackupBundle;1;6;3;186291151.237471;123;1;0
dizda/CloudBackupBundle;1;13;3;156173002.237471;89;1;0
dizda/CloudBackupBundle;1;3;12;153994539.237471;0;2;1
dizda/CloudBackupBundle;2;7;5;153994276.237471;0;3;5
kylef/URITemplate.swift;1;1;1;504963.0;7;2;2
kylef/URITemplate.swift;2;20;19;2282320.0;0;2;2
kylef/URITemplate.swift;2;20;19;963836.0;28;2;3
kylef/URITemplate.swift;12;202;90;6226686.0;109;1;0
kylef/URITemplate.swift;5;205;183;5464121.0;760;2;2
kylef/URITemplate.swift;1;2;1;446825.0;480;2;1
kylef/URITemplate.swift;1;4;0;47644.0;110;2;1
kylef/URITemplate.swift;1;6;6;364174.0;899;2;0
kylef/URITemplate.swift;2;6;1;495435.0;60;2;2
kylef/URITemplate.swift;2;7;1;86523.0;207;2;1
kylef/URITemplate.swift;2;24;2;4834123.0;246;1;0
kylef/URITemplate.swift;1;1;1;2714893.0;24;2;1
kylef/URITemplate.swift;3;19;3;99788.0;293;2;1
kylef/URITemplate.swift;25;173;989;184346.0;0;2;1
kylef/URITemplate.swift;1;0;3;22281.0;248;2;0
kylef/URITemplate.swift;1;30;3;3649857.0;11;4;7
kylef/URITemplate.swift;1;5;1;3363769.0;56;3;2
kylef/URITemplate.swift;1;1;1;1911515.0;0;2;1
kylef/URITemplate.swift;3;3;3;697384.0;0;2;1
kylef/URITemplate.swift;2;6;4;6.0;39;1;0
kylef/URITemplate.swift;2;46;4;47495.0;418;2;1
kylef/URITemplate.swift;1;52;18;41096709.0;60;7;11
kylef/URITemplate.swift;2;51;0;22619148.0;349;2;4
kylef/URITemplate.swift;4;32;94;6377119.0;48;4;1
kylef/URITemplate.swift;2;7;1;2352.0;92;2;1
kylef/URITemplate.swift;3;13;11;9.0;0;1;0
kylef/URITemplate.swift;3;9;10;13263.0;0;2;0
ksachdeva/angular-swiper;1;2;2;487010.0;0;3;1
ksachdeva/angular-swiper;1;4;1;407686.0;18;2;0
ksachdeva/angular-swiper;4;133;27;2878.0;358;2;0
ksachdeva/angular-swiper;4;54;4;74132.0;221;2;1
ksachdeva/angular-swiper;2;4;2;249736.0;190;2;0
ksachdeva/angular-swiper;2;7;7;62480.0;83;2;2
ksachdeva/angular-swiper;5;44;7;111653.0;71;4;0
ksachdeva/angular-swiper;5;48;10;246469442.465908;0;1;0
ksachdeva/angular-swiper;2;9;2;245490039.465908;0;1;0
ksachdeva/angular-swiper;1;3;1;5059.0;36;3;1
ksachdeva/angular-swiper;7;557;35;236346323.465908;132;2;0
ksachdeva/angular-swiper;3;74;64;235229195.465908;149;1;0
ksachdeva/angular-swiper;1;5;2;2132.0;131;3;2
ksachdeva/angular-swiper;12;708;245;233328176.465908;86;2;1
ksachdeva/angular-swiper;1;2;2;221943319.465908;66;2;0
ksachdeva/angular-swiper;2;11;6;215864546.465908;76;2;0
ksachdeva/angular-swiper;1;26;2;187076011.0;131;1;1
ksachdeva/angular-swiper;3;3;3;202964801.465908;166;0;0
ksachdeva/angular-swiper;1;3;3;196020321.465908;56;1;0
ksachdeva/angular-swiper;3;4;3;143238241.465908;101;1;0
knowbody/react-native-online-meetups;1;13;0;11458.0;0;3;2
knowbody/react-native-online-meetups;1;8;0;3059.0;0;2;1
knowbody/react-native-online-meetups;1;8;0;48.0;254;2;0
knowbody/react-native-online-meetups;1;15;0;606.0;0;2;1
knowbody/react-native-online-meetups;1;8;1;16385.0;0;2;0
knowbody/react-native-online-meetups;1;12;2;35533.0;0;2;2
knowbody/react-native-online-meetups;1;9;0;2437.0;80;2;3
knowbody/react-native-online-meetups;1;10;0;1728.0;0;3;3
knowbody/react-native-online-meetups;1;11;0;37118.0;0;2;6
knowbody/react-native-online-meetups;1;3;0;11310.0;0;2;1
knowbody/react-native-online-meetups;1;3;0;60367.0;29;2;1
knowbody/react-native-online-meetups;1;15;0;21196.0;0;3;6
knowbody/react-native-online-meetups;1;1;1;2623.0;160;2;1
knowbody/react-native-online-meetups;1;14;0;5476.0;0;2;0
knowbody/react-native-online-meetups;1;5;5;281.0;32;2;1
knowbody/react-native-online-meetups;1;22;31;111258.0;460;2;1
knowbody/react-native-online-meetups;1;3;3;15362.0;0;2;1
knowbody/react-native-online-meetups;1;9;0;3029.0;0;2;1
knowbody/react-native-online-meetups;1;11;0;3092.0;0;2;1
knowbody/react-native-online-meetups;1;0;11;356977.0;132;2;1
